"","Measurement.Time","Value"
"268",2017-11-19,24.18275
"269",2017-11-19,24.13475
"270",2017-11-19,24.95675
"271",2017-11-19,25.1035
"272",2017-11-19,26.27875
"273",2017-11-19,26.0675
"274",2017-11-19,27.92675
"275",2017-11-19,28.32025
"276",2017-11-19,25.86225
"277",2017-11-19,25.98075
"278",2017-11-19,25.3495
"279",2017-11-19,24.57225
"280",2017-11-19,22.933
"281",2017-11-19,21.354
"282",2017-11-19,20.61475
"283",2017-11-19,20.615
"284",2017-11-19,21.116
"285",2017-11-19,21.81
"286",2017-11-19,22.191
"287",2017-11-19,21.73575
"288",2017-11-19,21.68825
"289",2017-11-20,21.59275
"290",2017-11-20,21.56875
"291",2017-11-20,21.497
"292",2017-11-20,21.30625
"293",2017-11-20,21.18675
"294",2017-11-20,21.0675
"295",2017-11-20,21.187
"296",2017-11-20,21.02025
"297",2017-11-20,20.54325
"298",2017-11-20,20.56775
"299",2017-11-20,20.71025
"300",2017-11-20,20.63875
"301",2017-11-20,20.56725
"302",2017-11-20,20.75825
"303",2017-11-20,20.9725
"304",2017-11-20,21.044
"305",2017-11-20,21.187
"306",2017-11-20,21.306
"307",2017-11-20,21.61675
"308",2017-11-20,22.023
"309",2017-11-20,22.04675
"310",2017-11-20,22.50075
"311",2017-11-20,22.35725
"312",2017-11-20,22.71675
"313",2017-11-20,23.34025
"314",2017-11-20,23.94175
"315",2017-11-20,24.546
"316",2017-11-20,24.54575
"317",2017-11-20,24.981
"318",2017-11-20,24.71575
"319",2017-11-20,24.59425
"320",2017-11-20,25.22375
"321",2017-11-20,28.229
"322",2017-11-20,27.35925
"323",2017-11-20,28.643
"324",2017-11-20,27.135
"325",2017-11-20,26.44775
"326",2017-11-20,25.18075
"327",2017-11-20,24.234
"328",2017-11-20,21.9755
"329",2017-11-20,20.59125
"330",2017-11-20,19.996
"331",2017-11-20,19.5435
"332",2017-11-20,19.32925
"333",2017-11-20,21.069
"334",2017-11-20,21.547
"335",2017-11-20,22.623
"336",2017-11-20,22.885
"337",2017-11-21,22.74075
"338",2017-11-21,22.573
"339",2017-11-21,22.3095
"340",2017-11-21,22.118
"341",2017-11-21,22.094
"342",2017-11-21,21.95075
"343",2017-11-21,21.736
"344",2017-11-21,21.02025
"345",2017-11-21,21.1155
"346",2017-11-21,20.83
"347",2017-11-21,21.14025
"348",2017-11-21,20.925
"349",2017-11-21,20.639
"350",2017-11-21,21.11625
"351",2017-11-21,21.164
"352",2017-11-21,21.59275
"353",2017-11-21,21.35425
"354",2017-11-21,21.95075
"355",2017-11-21,22.16575
"356",2017-11-21,22.50125
"357",2017-11-21,22.813
"358",2017-11-21,23.77375
"359",2017-11-21,23.509
"360",2017-11-21,23.74975
"361",2017-11-21,24.159
"362",2017-11-21,24.5455
"363",2017-11-21,24.5945
"364",2017-11-21,24.88425
"365",2017-11-21,25.78125
"366",2017-11-21,25.3675
"367",2017-11-21,25.61125
"368",2017-11-21,26.4195
"369",2017-11-21,25.808
"370",2017-11-21,26.11375
"371",2017-11-21,25.19725
"372",2017-11-21,25.52975
"373",2017-11-21,25.98225
"374",2017-11-21,25.78775
"375",2017-11-21,24.71725
"376",2017-11-21,22.887
"377",2017-11-21,20.90075
"378",2017-11-21,20.18625
"379",2017-11-21,19.56725
"380",2017-11-21,19.5435
"381",2017-11-21,19.2105
"382",2017-11-21,19.02025
"383",2017-11-21,20.64275
"384",2017-11-21,21.477
"385",2017-11-22,22.8845
"386",2017-11-22,22.8365
"387",2017-11-22,22.57275
"388",2017-11-22,22.33325
"389",2017-11-22,22.0945
"390",2017-11-22,21.97475
"391",2017-11-22,21.78375
"392",2017-11-22,21.61675
"393",2017-11-22,21.25875
"394",2017-11-22,20.854
"395",2017-11-22,21.37875
"396",2017-11-22,20.61575
"397",2017-11-22,20.52075
"398",2017-11-22,21.355
"399",2017-11-22,21.52175
"400",2017-11-22,21.13975
"401",2017-11-22,21.6895
"402",2017-11-22,22.167
"403",2017-11-22,22.597
"404",2017-11-22,22.7885
"405",2017-11-22,22.909
"406",2017-11-22,23.12475
"407",2017-11-22,23.509
"408",2017-11-22,23.48475
"409",2017-11-22,23.581
"410",2017-11-22,24.0385
