"","Measurement.Time","Value","Loc"
"73",2016-11-13,16.46,"PC"
"74",2016-11-13,16.57,"PC"
"75",2016-11-13,16.63,"PC"
"76",2016-11-13,16.55,"PC"
"77",2016-11-13,16.49,"PC"
"78",2016-11-13,16.34,"PC"
"79",2016-11-13,16.14,"PC"
"80",2016-11-13,15.93,"PC"
"81",2016-11-13,15.78,"PC"
"82",2016-11-13,15.64,"PC"
"83",2016-11-13,15.71,"PC"
"84",2016-11-13,15.95,"PC"
"85",2016-11-13,15.86,"PC"
"86",2016-11-13,15.9,"PC"
"87",2016-11-13,15.65,"PC"
"88",2016-11-13,15.25,"PC"
"89",2016-11-13,14.85,"PC"
"90",2016-11-13,14.67,"PC"
"91",2016-11-13,14.53,"PC"
"92",2016-11-13,14.36,"PC"
"93",2016-11-13,14.31,"PC"
"94",2016-11-13,14.34,"PC"
"95",2016-11-13,14.33,"PC"
"96",2016-11-14,14.49,"PC"
"97",2016-11-14,14.56,"PC"
"98",2016-11-14,14.71,"PC"
"99",2016-11-14,14.91,"PC"
"100",2016-11-14,15.14,"PC"
"101",2016-11-14,15.39,"PC"
"102",2016-11-14,15.8,"PC"
"103",2016-11-14,15.96,"PC"
"104",2016-11-14,16.25,"PC"
"105",2016-11-14,16.53,"PC"
"106",2016-11-14,16.63,"PC"
"107",2016-11-14,16.78,"PC"
"108",2016-11-14,17.08,"PC"
"109",2016-11-14,17.15,"PC"
"110",2016-11-14,16.93,"PC"
"111",2016-11-14,16.74,"PC"
"112",2016-11-14,16.51,"PC"
"113",2016-11-14,16.26,"PC"
"114",2016-11-14,15.95,"PC"
"115",2016-11-14,15.5,"PC"
"116",2016-11-14,15.11,"PC"
"117",2016-11-14,14.94,"PC"
"118",2016-11-14,14.78,"PC"
"119",2016-11-14,14.61,"PC"
"120",2016-11-14,14.62,"PC"
"121",2016-11-14,14.54,"PC"
"122",2016-11-14,14.85,"PC"
"123",2016-11-14,14.88,"PC"
"124",2016-11-14,14.97,"PC"
"125",2016-11-14,15.03,"PC"
"126",2016-11-14,15.15,"PC"
"127",2016-11-14,15.09,"PC"
"128",2016-11-14,14.98,"PC"
"129",2016-11-14,14.79,"PC"
"130",2016-11-14,14.64,"PC"
"131",2016-11-14,14.24,"PC"
"132",2016-11-14,14.28,"PC"
"133",2016-11-14,14.54,"PC"
"134",2016-11-14,14.36,"PC"
"135",2016-11-14,14.25,"PC"
"136",2016-11-14,14.18,"PC"
"137",2016-11-14,14.05,"PC"
"138",2016-11-14,13.95,"PC"
"139",2016-11-14,13.94,"PC"
"140",2016-11-14,13.88,"PC"
"141",2016-11-14,13.87,"PC"
"142",2016-11-14,13.85,"PC"
"143",2016-11-14,13.82,"PC"
"144",2016-11-15,13.8,"PC"
"145",2016-11-15,13.76,"PC"
"146",2016-11-15,13.71,"PC"
"147",2016-11-15,13.71,"PC"
"148",2016-11-15,13.82,"PC"
"149",2016-11-15,13.82,"PC"
"150",2016-11-15,13.71,"PC"
"151",2016-11-15,13.77,"PC"
"152",2016-11-15,13.91,"PC"
"153",2016-11-15,13.95,"PC"
"154",2016-11-15,14.06,"PC"
"155",2016-11-15,14.13,"PC"
"156",2016-11-15,14.19,"PC"
"157",2016-11-15,14.18,"PC"
"158",2016-11-15,14.24,"PC"
"159",2016-11-15,14.3,"PC"
"160",2016-11-15,14.28,"PC"
"161",2016-11-15,14.24,"PC"
"162",2016-11-15,14.25,"PC"
"163",2016-11-15,14.15,"PC"
"164",2016-11-15,14.13,"PC"
"165",2016-11-15,14.09,"PC"
"166",2016-11-15,14.01,"PC"
"167",2016-11-15,13.99,"PC"
"168",2016-11-15,13.94,"PC"
"169",2016-11-15,13.91,"PC"
"170",2016-11-15,13.86,"PC"
"171",2016-11-15,13.79,"PC"
"172",2016-11-15,13.69,"PC"
"173",2016-11-15,13.57,"PC"
"174",2016-11-15,13.57,"PC"
"175",2016-11-15,13.51,"PC"
"176",2016-11-15,13.55,"PC"
"177",2016-11-15,13.5,"PC"
"178",2016-11-15,13.44,"PC"
"179",2016-11-15,13.39,"PC"
"180",2016-11-15,13.33,"PC"
"181",2016-11-15,13.17,"PC"
"182",2016-11-15,13.23,"PC"
"183",2016-11-15,13.09,"PC"
"184",2016-11-15,13.04,"PC"
"185",2016-11-15,13.08,"PC"
"186",2016-11-15,13.14,"PC"
"187",2016-11-15,13.23,"PC"
"188",2016-11-15,13.45,"PC"
"189",2016-11-15,13.52,"PC"
"190",2016-11-15,13.58,"PC"
"191",2016-11-15,13.65,"PC"
"192",2016-11-16,13.7,"PC"
"193",2016-11-16,13.8,"PC"
"194",2016-11-16,13.82,"PC"
"195",2016-11-16,13.77,"PC"
"196",2016-11-16,13.82,"PC"
"197",2016-11-16,13.92,"PC"
"198",2016-11-16,13.91,"PC"
"199",2016-11-16,14.13,"PC"
"200",2016-11-16,14.13,"PC"
"201",2016-11-16,14.31,"PC"
"202",2016-11-16,14.41,"PC"
"203",2016-11-16,14.37,"PC"
"204",2016-11-16,14.7,"PC"
"205",2016-11-16,15.04,"PC"
"206",2016-11-16,15.26,"PC"
"207",2016-11-16,15.28,"PC"
"208",2016-11-16,15.09,"PC"
"209",2016-11-16,14.97,"PC"
"210",2016-11-16,15.15,"PC"
"211",2016-11-16,15.35,"PC"
"212",2016-11-16,15.32,"PC"
"213",2016-11-16,15.32,"PC"
"214",2016-11-16,15.08,"PC"
"215",2016-11-16,14.79,"PC"
"216",2016-11-16,14.54,"PC"
"217",2016-11-16,14.27,"PC"
"218",2016-11-16,14.07,"PC"
"219",2016-11-16,13.94,"PC"
"220",2016-11-16,13.88,"PC"
"221",2016-11-16,13.85,"PC"
"222",2016-11-16,13.86,"PC"
"223",2016-11-16,13.87,"PC"
"224",2016-11-16,13.82,"PC"
"225",2016-11-16,13.85,"PC"
"226",2016-11-16,13.92,"PC"
"227",2016-11-16,13.92,"PC"
"228",2016-11-16,13.92,"PC"
"229",2016-11-16,13.88,"PC"
"230",2016-11-16,13.82,"PC"
"231",2016-11-16,13.81,"PC"
"232",2016-11-16,13.73,"PC"
"233",2016-11-16,13.56,"PC"
"234",2016-11-16,13.5,"PC"
"235",2016-11-16,13.45,"PC"
"236",2016-11-16,13.37,"PC"
"237",2016-11-16,13.39,"PC"
"238",2016-11-16,13.57,"PC"
"239",2016-11-16,13.58,"PC"
"240",2016-11-17,13.63,"PC"
"241",2016-11-17,13.71,"PC"
"242",2016-11-17,13.8,"PC"
"243",2016-11-17,13.97,"PC"
"244",2016-11-17,14.18,"PC"
"245",2016-11-17,14.35,"PC"
"246",2016-11-17,14.47,"PC"
"247",2016-11-17,14.88,"PC"
"248",2016-11-17,14.95,"PC"
"249",2016-11-17,15.28,"PC"
"250",2016-11-17,15.16,"PC"
"251",2016-11-17,15.19,"PC"
"252",2016-11-17,15.17,"PC"
"253",2016-11-17,15.33,"PC"
"254",2016-11-17,15.62,"PC"
"255",2016-11-17,15.96,"PC"
"256",2016-11-17,16.26,"PC"
"257",2016-11-17,16.28,"PC"
"258",2016-11-17,16.24,"PC"
"259",2016-11-17,16.21,"PC"
"260",2016-11-17,16.13,"PC"
"261",2016-11-17,15.75,"PC"
"262",2016-11-17,15.44,"PC"
"263",2016-11-17,15.38,"PC"
"264",2016-11-17,15.27,"PC"
"265",2016-11-17,14.76,"PC"
"266",2016-11-17,14.42,"PC"
"267",2016-11-17,14.12,"PC"
"268",2016-11-17,13.97,"PC"
"269",2016-11-17,13.86,"PC"
"270",2016-11-17,13.76,"PC"
"271",2016-11-17,13.68,"PC"
"272",2016-11-17,13.63,"PC"
"273",2016-11-17,13.61,"PC"
"274",2016-11-17,13.58,"PC"
"275",2016-11-17,13.63,"PC"
"276",2016-11-17,13.64,"PC"
"277",2016-11-17,13.77,"PC"
"278",2016-11-17,13.81,"PC"
"279",2016-11-17,13.8,"PC"
"280",2016-11-17,13.73,"PC"
"281",2016-11-17,13.67,"PC"
"282",2016-11-17,13.47,"PC"
"283",2016-11-17,13.38,"PC"
"284",2016-11-17,13.35,"PC"
"285",2016-11-17,13.29,"PC"
"286",2016-11-17,13.17,"PC"
"287",2016-11-17,13.27,"PC"
"288",2016-11-18,13.35,"PC"
"289",2016-11-18,13.46,"PC"
"290",2016-11-18,13.53,"PC"
"291",2016-11-18,13.61,"PC"
"292",2016-11-18,13.63,"PC"
"293",2016-11-18,13.7,"PC"
"294",2016-11-18,13.79,"PC"
"295",2016-11-18,13.88,"PC"
"296",2016-11-18,14.09,"PC"
"297",2016-11-18,14.71,"PC"
"298",2016-11-18,15.16,"PC"
"299",2016-11-18,15.54,"PC"
"300",2016-11-18,15.9,"PC"
"301",2016-11-18,16.25,"PC"
"302",2016-11-18,16.53,"PC"
"303",2016-11-18,16.96,"PC"
"304",2016-11-18,17.56,"PC"
"305",2016-11-18,17.96,"PC"
"306",2016-11-18,17.94,"PC"
"307",2016-11-18,17.95,"PC"
"308",2016-11-18,17.41,"PC"
"309",2016-11-18,17.15,"PC"
"310",2016-11-18,17.33,"PC"
"311",2016-11-18,16.9,"PC"
"312",2016-11-18,16.37,"PC"
"313",2016-11-18,16.18,"PC"
"314",2016-11-18,16.12,"PC"
"315",2016-11-18,15.65,"PC"
"316",2016-11-18,15.11,"PC"
"317",2016-11-18,14.68,"PC"
"318",2016-11-18,14.24,"PC"
"319",2016-11-18,14.09,"PC"
"320",2016-11-18,14,"PC"
"321",2016-11-18,13.98,"PC"
"322",2016-11-18,13.93,"PC"
"323",2016-11-18,13.88,"PC"
"324",2016-11-18,13.85,"PC"
"325",2016-11-18,13.8,"PC"
"326",2016-11-18,13.75,"PC"
"327",2016-11-18,13.71,"PC"
"328",2016-11-18,13.75,"PC"
"329",2016-11-18,13.75,"PC"
"330",2016-11-18,13.71,"PC"
"331",2016-11-18,13.69,"PC"
"332",2016-11-18,13.71,"PC"
"333",2016-11-18,13.68,"PC"
"334",2016-11-18,13.64,"PC"
"335",2016-11-18,13.73,"PC"
"336",2016-11-19,13.91,"PC"
"337",2016-11-19,14.06,"PC"
"338",2016-11-19,14.31,"PC"
"339",2016-11-19,14.52,"PC"
"340",2016-11-19,14.7,"PC"
"341",2016-11-19,14.91,"PC"
"342",2016-11-19,15.07,"PC"
"343",2016-11-19,15.32,"PC"
"344",2016-11-19,15.69,"PC"
"345",2016-11-19,16.14,"PC"
"346",2016-11-19,16.51,"PC"
"347",2016-11-19,16.81,"PC"
"348",2016-11-19,17.03,"PC"
"349",2016-11-19,17.33,"PC"
"350",2016-11-19,17.3,"PC"
"351",2016-11-19,17.38,"PC"
"352",2016-11-19,17.74,"PC"
"353",2016-11-19,17.87,"PC"
"354",2016-11-19,18.14,"PC"
"355",2016-11-19,18.39,"PC"
"356",2016-11-19,18.87,"PC"
"357",2016-11-19,18.81,"PC"
"358",2016-11-19,18.51,"PC"
"359",2016-11-19,18.14,"PC"
"360",2016-11-19,18.05,"PC"
"361",2016-11-19,17.91,"PC"
"362",2016-11-19,17.95,"PC"
"363",2016-11-19,17.74,"PC"
"364",2016-11-19,17.05,"PC"
"365",2016-11-19,16.09,"PC"
"366",2016-11-19,15.33,"PC"
"367",2016-11-19,14.91,"PC"
"368",2016-11-19,14.22,"PC"
"369",2016-11-19,14.11,"PC"
"370",2016-11-19,13.99,"PC"
"371",2016-11-19,13.95,"PC"
"372",2016-11-19,13.86,"PC"
"373",2016-11-19,13.82,"PC"
"374",2016-11-19,13.81,"PC"
"375",2016-11-19,13.82,"PC"
"376",2016-11-19,13.97,"PC"
"377",2016-11-19,14.06,"PC"
"378",2016-11-19,14.19,"PC"
"379",2016-11-19,14.37,"PC"
"380",2016-11-19,14.36,"PC"
"381",2016-11-19,14.32,"PC"
"382",2016-11-19,14.17,"PC"
"383",2016-11-19,13.82,"PC"
"384",2016-11-20,13.94,"PC"
"385",2016-11-20,14.04,"PC"
"386",2016-11-20,13.97,"PC"
"387",2016-11-20,14.07,"PC"
"388",2016-11-20,14.25,"PC"
"389",2016-11-20,14.37,"PC"
"390",2016-11-20,14.62,"PC"
"391",2016-11-20,14.66,"PC"
"392",2016-11-20,14.82,"PC"
"393",2016-11-20,15.1,"PC"
"394",2016-11-20,15.41,"PC"
"395",2016-11-20,15.9,"PC"
"396",2016-11-20,16.36,"PC"
"397",2016-11-20,16.71,"PC"
"398",2016-11-20,17.12,"PC"
"399",2016-11-20,17.3,"PC"
"400",2016-11-20,17.41,"PC"
"401",2016-11-20,17.68,"PC"
"402",2016-11-20,17.9,"PC"
"403",2016-11-20,18.16,"PC"
"404",2016-11-20,18.34,"PC"
"405",2016-11-20,18.5,"PC"
"406",2016-11-20,18.47,"PC"
"407",2016-11-20,18.21,"PC"
"408",2016-11-20,17.78,"PC"
"409",2016-11-20,17.37,"PC"
"410",2016-11-20,17.24,"PC"
"411",2016-11-20,17.05,"PC"
"412",2016-11-20,16.77,"PC"
"413",2016-11-20,16.65,"PC"
"414",2016-11-20,16.34,"PC"
"415",2016-11-20,15.56,"PC"
"416",2016-11-20,15.21,"PC"
"417",2016-11-20,14.78,"PC"
"418",2016-11-20,14.62,"PC"
"419",2016-11-20,14.49,"PC"
"420",2016-11-20,14.46,"PC"
"421",2016-11-20,14.42,"PC"
"422",2016-11-20,14.4,"PC"
"423",2016-11-20,14.34,"PC"
"424",2016-11-20,14.31,"PC"
"425",2016-11-20,14.3,"PC"
"426",2016-11-20,14.35,"PC"
"427",2016-11-20,14.43,"PC"
"428",2016-11-20,14.41,"PC"
"429",2016-11-20,14.49,"PC"
"430",2016-11-20,14.68,"PC"
"431",2016-11-20,14.96,"PC"
"432",2016-11-21,15.11,"PC"
"433",2016-11-21,15.29,"PC"
"434",2016-11-21,15.23,"PC"
"435",2016-11-21,15.17,"PC"
"436",2016-11-21,15.26,"PC"
"437",2016-11-21,15.19,"PC"
"438",2016-11-21,15.46,"PC"
"439",2016-11-21,15.74,"PC"
"440",2016-11-21,15.89,"PC"
"441",2016-11-21,16.19,"PC"
"442",2016-11-21,16.26,"PC"
"443",2016-11-21,16.61,"PC"
"444",2016-11-21,16.86,"PC"
"445",2016-11-21,17.49,"PC"
"446",2016-11-21,17.77,"PC"
"447",2016-11-21,18.13,"PC"
"448",2016-11-21,18.21,"PC"
"449",2016-11-21,18.44,"PC"
"450",2016-11-21,18.51,"PC"
"451",2016-11-21,18.46,"PC"
"452",2016-11-21,18.39,"PC"
"453",2016-11-21,18.38,"PC"
"454",2016-11-21,18.43,"PC"
"455",2016-11-21,18.15,"PC"
"456",2016-11-21,17.76,"PC"
"457",2016-11-21,17.46,"PC"
"458",2016-11-21,17.16,"PC"
"459",2016-11-21,17.06,"PC"
"460",2016-11-21,16.95,"PC"
"461",2016-11-21,17.08,"PC"
"462",2016-11-21,16.9,"PC"
"463",2016-11-21,17.01,"PC"
"464",2016-11-21,16.56,"PC"
"465",2016-11-21,15.96,"PC"
"466",2016-11-21,15.69,"PC"
"467",2016-11-21,15.37,"PC"
"468",2016-11-21,15.07,"PC"
"469",2016-11-21,15.01,"PC"
"470",2016-11-21,14.96,"PC"
"471",2016-11-21,14.9,"PC"
"472",2016-11-21,14.9,"PC"
"473",2016-11-21,14.84,"PC"
"474",2016-11-21,14.79,"PC"
"475",2016-11-21,14.72,"PC"
"476",2016-11-21,14.7,"PC"
"477",2016-11-21,14.85,"PC"
"478",2016-11-21,14.92,"PC"
"479",2016-11-21,15.01,"PC"
"480",2016-11-22,15.21,"PC"
"481",2016-11-22,15.57,"PC"
"482",2016-11-22,15.63,"PC"
"483",2016-11-22,15.95,"PC"
"484",2016-11-22,16.05,"PC"
"485",2016-11-22,16.27,"PC"
"486",2016-11-22,16.44,"PC"
"487",2016-11-22,16.58,"PC"
"488",2016-11-22,16.77,"PC"
"489",2016-11-22,17.02,"PC"
"490",2016-11-22,17.16,"PC"
"491",2016-11-22,17.3,"PC"
"492",2016-11-22,17.4,"PC"
"493",2016-11-22,17.81,"PC"
"494",2016-11-22,18.49,"PC"
"495",2016-11-22,19.14,"PC"
"496",2016-11-22,20.01,"PC"
"497",2016-11-22,20.18,"PC"
"498",2016-11-22,20.02,"PC"
"499",2016-11-22,19.54,"PC"
"500",2016-11-22,19.48,"PC"
"501",2016-11-22,19.22,"PC"
"502",2016-11-22,19.09,"PC"
"503",2016-11-22,19.07,"PC"
"504",2016-11-22,18.93,"PC"
"505",2016-11-22,18.82,"PC"
"506",2016-11-22,18.56,"PC"
"507",2016-11-22,18.25,"PC"
"508",2016-11-22,18.09,"PC"
"509",2016-11-22,17.94,"PC"
"510",2016-11-22,17.83,"PC"
"511",2016-11-22,17.56,"PC"
"512",2016-11-22,17.52,"PC"
"513",2016-11-22,17.41,"PC"
"514",2016-11-22,17.07,"PC"
"515",2016-11-22,16.7,"PC"
"516",2016-11-22,16.51,"PC"
"517",2016-11-22,16.15,"PC"
"518",2016-11-22,16.01,"PC"
"519",2016-11-22,15.94,"PC"
"520",2016-11-22,15.89,"PC"
"521",2016-11-22,15.83,"PC"
"522",2016-11-22,15.83,"PC"
"523",2016-11-22,15.82,"PC"
"524",2016-11-22,15.81,"PC"
"525",2016-11-22,15.81,"PC"
"526",2016-11-22,15.82,"PC"
"527",2016-11-22,15.81,"PC"
"528",2016-11-23,15.87,"PC"
"529",2016-11-23,15.94,"PC"
"530",2016-11-23,16.06,"PC"
"531",2016-11-23,16.2,"PC"
"532",2016-11-23,16.37,"PC"
"533",2016-11-23,16.34,"PC"
"534",2016-11-23,16.37,"PC"
"535",2016-11-23,16.25,"PC"
"536",2016-11-23,16.24,"PC"
"537",2016-11-23,16.15,"PC"
"538",2016-11-23,16.24,"PC"
"539",2016-11-23,16.24,"PC"
"540",2016-11-23,16.37,"PC"
"541",2016-11-23,16.45,"PC"
"542",2016-11-23,16.49,"PC"
"543",2016-11-23,16.57,"PC"
"544",2016-11-23,16.72,"PC"
"545",2016-11-23,16.92,"PC"
"546",2016-11-23,17.3,"PC"
"547",2016-11-23,17.4,"PC"
"548",2016-11-23,17.58,"PC"
"549",2016-11-23,17.76,"PC"
"550",2016-11-23,17.83,"PC"
"551",2016-11-23,17.9,"PC"
"552",2016-11-23,17.82,"PC"
"553",2016-11-23,17.82,"PC"
"554",2016-11-23,17.83,"PC"
"555",2016-11-23,17.83,"PC"
"556",2016-11-23,17.78,"PC"
"557",2016-11-23,17.74,"PC"
"558",2016-11-23,17.7,"PC"
"559",2016-11-23,17.68,"PC"
"560",2016-11-23,17.64,"PC"
"561",2016-11-23,17.63,"PC"
"562",2016-11-23,17.46,"PC"
"563",2016-11-23,17.3,"PC"
"564",2016-11-23,16.68,"PC"
"565",2016-11-23,16.45,"PC"
"566",2016-11-23,16.13,"PC"
"567",2016-11-23,15.78,"PC"
"568",2016-11-23,15.62,"PC"
"569",2016-11-23,15.46,"PC"
"570",2016-11-23,15.37,"PC"
"571",2016-11-23,15.4,"PC"
"572",2016-11-23,15.43,"PC"
"573",2016-11-23,15.37,"PC"
"574",2016-11-23,15.66,"PC"
"575",2016-11-23,15.84,"PC"
"576",2016-11-24,16.21,"PC"
"577",2016-11-24,16.57,"PC"
"578",2016-11-24,16.7,"PC"
"579",2016-11-24,17,"PC"
"580",2016-11-24,16.97,"PC"
"581",2016-11-24,17.22,"PC"
"582",2016-11-24,17.64,"PC"
"583",2016-11-24,17.72,"PC"
"584",2016-11-24,17.78,"PC"
"585",2016-11-24,17.64,"PC"
"586",2016-11-24,17.83,"PC"
"587",2016-11-24,17.66,"PC"
"588",2016-11-24,17.7,"PC"
"589",2016-11-24,17.7,"PC"
"590",2016-11-24,17.8,"PC"
"591",2016-11-24,17.94,"PC"
"592",2016-11-24,17.76,"PC"
"593",2016-11-24,18.69,"PC"
"594",2016-11-24,19.19,"PC"
"595",2016-11-24,19.04,"PC"
"596",2016-11-24,18.57,"PC"
"597",2016-11-24,18.19,"PC"
"598",2016-11-24,17.9,"PC"
"599",2016-11-24,17.52,"PC"
"600",2016-11-24,17.33,"PC"
"601",2016-11-24,17.32,"PC"
"602",2016-11-24,17.25,"PC"
"603",2016-11-24,17.14,"PC"
"604",2016-11-24,17.05,"PC"
"605",2016-11-24,16.9,"PC"
"606",2016-11-24,16.76,"PC"
"607",2016-11-24,16.59,"PC"
"608",2016-11-24,16.52,"PC"
"609",2016-11-24,16.64,"PC"
"610",2016-11-24,16.44,"PC"
"611",2016-11-24,16.49,"PC"
"612",2016-11-24,16.28,"PC"
"613",2016-11-24,15.84,"PC"
"614",2016-11-24,15.65,"PC"
"615",2016-11-24,15.52,"PC"
"616",2016-11-24,15.41,"PC"
"617",2016-11-24,15.26,"PC"
"618",2016-11-24,15.21,"PC"
"619",2016-11-24,15.16,"PC"
"620",2016-11-24,15.1,"PC"
"621",2016-11-24,15.04,"PC"
"622",2016-11-24,15.08,"PC"
"623",2016-11-24,14.95,"PC"
"624",2016-11-25,15.21,"PC"
"625",2016-11-25,15.39,"PC"
"626",2016-11-25,15.39,"PC"
"627",2016-11-25,15.74,"PC"
"628",2016-11-25,15.82,"PC"
"629",2016-11-25,15.86,"PC"
"630",2016-11-25,15.86,"PC"
"631",2016-11-25,15.87,"PC"
"632",2016-11-25,15.96,"PC"
"633",2016-11-25,16.09,"PC"
"634",2016-11-25,16.15,"PC"
"635",2016-11-25,16.05,"PC"
"636",2016-11-25,16.06,"PC"
"637",2016-11-25,15.99,"PC"
"638",2016-11-25,15.88,"PC"
"639",2016-11-25,15.74,"PC"
"640",2016-11-25,15.64,"PC"
"641",2016-11-25,15.59,"PC"
"642",2016-11-25,15.69,"PC"
"643",2016-11-25,15.77,"PC"
"644",2016-11-25,15.87,"PC"
"645",2016-11-25,15.93,"PC"
"646",2016-11-25,15.89,"PC"
"647",2016-11-25,15.81,"PC"
"648",2016-11-25,15.6,"PC"
"649",2016-11-25,15.47,"PC"
"650",2016-11-25,15.34,"PC"
"651",2016-11-25,15.13,"PC"
"652",2016-11-25,14.91,"PC"
"653",2016-11-25,14.64,"PC"
"654",2016-11-25,14.41,"PC"
"655",2016-11-25,14.24,"PC"
"656",2016-11-25,14.13,"PC"
"657",2016-11-25,14.07,"PC"
"658",2016-11-25,14.04,"PC"
"659",2016-11-25,13.83,"PC"
"660",2016-11-25,13.8,"PC"
"661",2016-11-25,14.11,"PC"
"662",2016-11-25,14.12,"PC"
"663",2016-11-25,14.17,"PC"
"664",2016-11-25,14.35,"PC"
"665",2016-11-25,14.42,"PC"
"666",2016-11-25,14.41,"PC"
"667",2016-11-25,14.39,"PC"
"668",2016-11-25,14.39,"PC"
"669",2016-11-25,14.4,"PC"
"670",2016-11-25,14.5,"PC"
"671",2016-11-25,14.47,"PC"
"672",2016-11-26,14.43,"PC"
"673",2016-11-26,14.49,"PC"
"674",2016-11-26,14.73,"PC"
"675",2016-11-26,14.77,"PC"
"676",2016-11-26,14.32,"PC"
"677",2016-11-26,15.35,"PC"
"678",2016-11-26,15.69,"PC"
"679",2016-11-26,16.14,"PC"
"680",2016-11-26,16.59,"PC"
"681",2016-11-26,17.07,"PC"
"682",2016-11-26,17.34,"PC"
"683",2016-11-26,18.13,"PC"
"684",2016-11-26,18.15,"PC"
"685",2016-11-26,17.94,"PC"
"686",2016-11-26,18.07,"PC"
"687",2016-11-26,18.05,"PC"
"688",2016-11-26,17.91,"PC"
"689",2016-11-26,17.69,"PC"
"690",2016-11-26,17.55,"PC"
"691",2016-11-26,17.38,"PC"
"692",2016-11-26,17.18,"PC"
"693",2016-11-26,17.53,"PC"
"694",2016-11-26,17.8,"PC"
"695",2016-11-26,17.69,"PC"
"696",2016-11-26,17.87,"PC"
"697",2016-11-26,17.46,"PC"
"698",2016-11-26,17.22,"PC"
"699",2016-11-26,16.93,"PC"
"700",2016-11-26,16.89,"PC"
"701",2016-11-26,16.59,"PC"
"702",2016-11-26,16.24,"PC"
"703",2016-11-26,16.05,"PC"
"704",2016-11-26,15.82,"PC"
"705",2016-11-26,15.76,"PC"
"706",2016-11-26,15.51,"PC"
"707",2016-11-26,15.5,"PC"
"708",2016-11-26,15.21,"PC"
"709",2016-11-26,15.09,"PC"
"710",2016-11-26,15.21,"PC"
"711",2016-11-26,14.92,"PC"
"712",2016-11-26,14.89,"PC"
"713",2016-11-26,14.83,"PC"
"714",2016-11-26,14.73,"PC"
"715",2016-11-26,14.73,"PC"
"716",2016-11-26,14.72,"PC"
"717",2016-11-26,14.7,"PC"
"718",2016-11-26,14.73,"PC"
"719",2016-11-26,14.79,"PC"
"720",2016-11-27,14.79,"PC"
"721",2016-11-27,14.8,"PC"
"722",2016-11-27,14.95,"PC"
"723",2016-11-27,15.06,"PC"
"724",2016-11-27,15.25,"PC"
"725",2016-11-27,15.51,"PC"
"726",2016-11-27,15.45,"PC"
"727",2016-11-27,15.69,"PC"
"728",2016-11-27,15.44,"PC"
"729",2016-11-27,15.75,"PC"
"730",2016-11-27,15.99,"PC"
"731",2016-11-27,16.14,"PC"
"732",2016-11-27,16.21,"PC"
"733",2016-11-27,16.58,"PC"
"734",2016-11-27,16.5,"PC"
"735",2016-11-27,16.65,"PC"
